Code,Metro,Class,Population,2010 males,2010 Males pct,2010 females,2010 female pct,2010 Sex ratio1,2010 Total population,2000 males,2000 male pct,2000 female pct,2000 female pct,2000 Sex ratio1,2010 median age,2010 Under 18 years,2010 18 to 24 years,2010 25 to 34 years,010 35 to 44 years,2010 45 to 54 years,55 to 64 years,2010 65 to 74 years,2010 75 years and over,2010 Median,2000 Under 18 years,2000 18 to 24 years,2000 25 to 34 years,2000 35 to 44 years,2000 45 to 54 years,2000 55 to 64 years,2000 65 to 74 years,2000 75 years and over
27620,"Jefferson City, MO",Metropolitan Statistical Area,149807.00,76554.00,51.10,73253.00,48.90,104.51,140052.00,72313.00,51.60,67739.00,48.40,106.80,37.90,35299.00,14594.00,19601.00,19899.00,22877.00,18522.00,10240.00,8775.00,35.40,34938.00,13966.00,20277.00,23661.00,19160.00,11512.00,8549.00,7989.00
27740,"Johnson City, TN",Metropolitan Statistical Area,198716.00,97149.00,48.90,101567.00,51.10,95.65,181607.00,88364.00,48.70,93243.00,51.30,94.80,40.60,40050.00,20913.00,23591.00,26281.00,29086.00,26615.00,18232.00,13948.00,38.00,38581.00,18106.00,25872.00,27633.00,25663.00,19121.00,14067.00,12564.00
27780,"Johnstown, PA",Metropolitan Statistical Area,143679.00,71003.00,49.40,72676.00,50.60,97.70,152598.00,74011.00,48.50,78587.00,51.50,94.20,43.80,28235.00,13405.00,15086.00,17246.00,21912.00,20724.00,12683.00,14388.00,41.20,32075.00,13704.00,17435.00,22498.00,22158.00,14641.00,14670.00,15417.00
27860,"Jonesboro, AR",Metropolitan Statistical Area,121026.00,59014.00,48.80,62012.00,51.20,95.17,107762.00,52222.00,48.50,55540.00,51.50,94.00,34.40,30100.00,14625.00,16678.00,15082.00,15635.00,13266.00,8752.00,6888.00,34.00,26493.00,13811.00,15072.00,15399.00,13849.00,9818.00,7091.00,6229.00
27900,"Joplin, MO",Metropolitan Statistical Area,175518.00,86125.00,49.10,89393.00,50.90,96.34,157322.00,76484.00,48.60,80838.00,51.40,94.60,36.30,45041.00,17313.00,22604.00,21629.00,24227.00,20133.00,13338.00,11233.00,35.60,40771.00,16151.00,20346.00,23356.00,20368.00,14512.00,11347.00,10471.00
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,326589.00,160372.00,49.10,166217.00,50.90,96.48,314866.00,153219.00,48.70,161647.00,51.30,94.80,35.50,76334.00,43462.00,41763.00,39105.00,45751.00,38871.00,21932.00,19371.00,33.80,78797.00,42332.00,41292.00,47535.00,42488.00,25901.00,18991.00,17530.00
28100,"Kankakee-Bradley, IL",Metropolitan Statistical Area,113449.00,55731.00,49.10,57718.00,50.90,96.56,103833.00,50748.00,48.90,53085.00,51.10,95.60,36.70,28754.00,11583.00,14133.00,14203.00,16182.00,13357.00,7952.00,7285.00,35.20,28107.00,10036.00,13421.00,15846.00,13750.00,9089.00,6996.00,6588.00
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,2035334.00,996319.00,49.00,1039015.00,51.00,95.89,1836038.00,896272.00,48.80,939766.00,51.20,95.40,36.50,521860.00,168558.00,285929.00,275455.00,303991.00,235917.00,130423.00,113201.00,35.20,488219.00,156646.00,265765.00,308772.00,251017.00,153511.00,110555.00,101553.00
28420,"Kennewick-Pasco-Richland, WA",Metropolitan Statistical Area,253340.00,127933.00,50.50,125407.00,49.50,102.01,191822.00,96537.00,50.30,95285.00,49.70,101.30,32.90,74378.00,23760.00,35707.00,31881.00,33423.00,27909.00,14805.00,11477.00,32.70,59435.00,17560.00,24889.00,29626.00,26166.00,15291.00,10172.00,8683.00
28660,"Killeen-Temple-Fort Hood, TX",Metropolitan Statistical Area,405300.00,200061.00,49.40,205239.00,50.60,97.48,330714.00,166630.00,50.40,164084.00,49.60,101.60,30.00,113998.00,50021.00,68634.00,52313.00,49331.00,35215.00,20320.00,15468.00,29.10,93309.00,46665.00,57646.00,50441.00,33985.00,20953.00,15053.00,12662.00
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,309544.00,150611.00,48.70,158933.00,51.30,94.76,298484.00,143825.00,48.20,154659.00,51.80,93.00,43.30,63920.00,23545.00,32973.00,41587.00,47129.00,44119.00,31864.00,24407.00,39.90,64855.00,22956.00,39370.00,45569.00,44068.00,34696.00,25698.00,21272.00
28740,"Kingston, NY",Metropolitan Statistical Area,182493.00,90809.00,49.80,91684.00,50.20,99.05,177749.00,88460.00,49.80,89289.00,50.20,99.10,42.00,36816.00,18228.00,19952.00,24147.00,30689.00,25617.00,14464.00,12580.00,38.20,41771.00,15529.00,22064.00,30767.00,26961.00,16946.00,12596.00,11115.00
28940,"Knoxville, TN",Metropolitan Statistical Area,698030.00,339304.00,48.60,358726.00,51.40,94.59,616079.00,297717.00,48.30,318362.00,51.70,93.50,39.20,152761.00,70701.00,88039.00,92055.00,102242.00,89841.00,56955.00,45436.00,37.20,138894.00,62853.00,85285.00,97496.00,88095.00,60037.00,44711.00,38708.00
29020,"Kokomo, IN",Metropolitan Statistical Area,98688.00,47633.00,48.30,51055.00,51.70,93.30,101541.00,49194.00,48.40,52347.00,51.60,94.00,41.10,23288.00,7649.00,11060.00,12298.00,14979.00,13235.00,8823.00,7356.00,37.30,25892.00,8250.00,13229.00,15400.00,14572.00,10451.00,7382.00,6365.00
29100,"La Crosse, WI-MN",Metropolitan Statistical Area,133665.00,65398.00,48.90,68267.00,51.10,95.80,126838.00,61659.00,48.60,65179.00,51.40,94.60,36.60,28865.00,19122.00,16742.00,15202.00,19016.00,16210.00,9033.00,9475.00,34.40,30621.00,18030.00,15750.00,18994.00,16902.00,9942.00,8123.00,8476.00
29140,"Lafayette, IN",Metropolitan Statistical Area,201789.00,102525.00,50.80,99264.00,49.20,103.29,178541.00,91160.00,51.10,87381.00,48.90,104.30,29.20,42958.00,44691.00,27966.00,22150.00,23384.00,19685.00,11206.00,9749.00,28.70,39124.00,40077.00,25480.00,23325.00,20112.00,12608.00,8958.00,8857.00
29180,"Lafayette, LA",Metropolitan Statistical Area,273738.00,133853.00,48.90,139885.00,51.10,95.69,239086.00,116320.00,48.70,122766.00,51.30,94.70,33.80,68034.00,32397.00,40725.00,34540.00,39434.00,29735.00,16163.00,12710.00,32.60,66437.00,26965.00,34276.00,39588.00,30753.00,18025.00,13197.00,9845.00
29340,"Lake Charles, LA",Metropolitan Statistical Area,199607.00,97433.00,48.80,102174.00,51.20,95.36,193568.00,94343.00,48.70,99225.00,51.30,95.10,36.00,50668.00,20147.00,26721.00,24043.00,29201.00,23620.00,14057.00,11150.00,34.50,53106.00,19826.00,25011.00,30656.00,25477.00,16675.00,13059.00,9758.00
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,200186.00,100078.00,50.00,100108.00,50.00,99.97,155032.00,77099.00,49.70,77933.00,50.30,98.90,47.60,41265.00,13643.00,18277.00,20110.00,28724.00,31509.00,28309.00,18349.00,42.90,35860.00,10015.00,15446.00,20552.00,20302.00,21129.00,19067.00,12661.00
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,602095.00,295313.00,49.00,306782.00,51.00,96.26,483924.00,237366.00,49.10,246558.00,50.90,96.30,39.80,141736.00,53047.00,71248.00,73447.00,80077.00,74244.00,60758.00,47538.00,38.60,118205.00,39930.00,59336.00,68593.00,59479.00,49643.00,48122.00,40616.00
29540,"Lancaster, PA",Metropolitan Statistical Area,519445.00,253836.00,48.90,265609.00,51.10,95.57,470658.00,229454.00,48.80,241204.00,51.20,95.10,38.20,129015.00,50638.00,60990.00,63629.00,75401.00,61992.00,38240.00,39540.00,36.10,125291.00,43193.00,59093.00,74092.00,62360.00,40569.00,32706.00,33354.00
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,464036.00,226246.00,48.80,237790.00,51.20,95.15,447728.00,217376.00,48.60,230352.00,51.40,94.40,34.40,102312.00,72666.00,59972.00,54405.00,64663.00,55792.00,29507.00,24719.00,32.70,110643.00,65803.00,61018.00,67805.00,61782.00,35641.00,23730.00,21306.00
29700,"Laredo, TX",Metropolitan Statistical Area,250304.00,121488.00,48.50,128816.00,51.50,94.31,193117.00,93015.00,48.20,100102.00,51.80,92.90,27.80,88158.00,27275.00,35156.00,34332.00,27235.00,18641.00,10969.00,8538.00,26.50,69862.00,22002.00,30735.00,25800.00,18552.00,11510.00,8378.00,6278.00
29740,"Las Cruces, NM",Metropolitan Statistical Area,209233.00,102569.00,49.00,106664.00,51.00,96.16,174682.00,85782.00,49.10,88900.00,50.90,96.50,32.40,55858.00,27390.00,27558.00,23459.00,26619.00,22468.00,14605.00,11276.00,30.20,51901.00,23285.00,22611.00,24687.00,20166.00,13520.00,10838.00,7674.00
29820,"Las Vegas-Paradise, NV",Metropolitan Statistical Area,1951269.00,982193.00,50.30,969076.00,49.70,101.35,1375765.00,699728.00,50.90,676037.00,49.10,103.50,35.50,488618.00,179120.00,294525.00,288486.00,264813.00,215262.00,134903.00,85542.00,34.40,351770.00,126419.00,223355.00,220139.00,178155.00,129028.00,90194.00,56705.00
29940,"Lawrence, KS",Metropolitan Statistical Area,110826.00,55573.00,50.10,55253.00,49.90,100.58,99962.00,49651.00,49.70,50311.00,50.30,98.70,28.40,21131.00,27300.00,17505.00,12001.00,12434.00,10588.00,5184.00,4683.00,26.60,20401.00,26420.00,15148.00,13144.00,11149.00,5763.00,4049.00,3888.00
30020,"Lawton, OK",Metropolitan Statistical Area,124098.00,63925.00,51.50,60173.00,48.50,106.24,114996.00,59625.00,51.80,55371.00,48.20,107.70,31.30,31134.00,16863.00,20493.00,15247.00,16101.00,11558.00,7074.00,5628.00,30.10,31937.00,16037.00,17794.00,17535.00,12249.00,8224.00,6464.00,4756.00
30140,"Lebanon, PA",Metropolitan Statistical Area,133568.00,65161.00,48.80,68407.00,51.20,95.25,120327.00,58610.00,48.70,61717.00,51.30,95.00,41.00,30765.00,11143.00,14867.00,16967.00,19729.00,17368.00,11371.00,11358.00,38.70,28516.00,9871.00,14929.00,18772.00,16906.00,11637.00,9960.00,9736.00
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,60888.00,29921.00,49.10,30967.00,50.90,96.62,57961.00,28187.00,48.60,29774.00,51.40,94.70,41.70,13219.00,5675.00,7045.00,6823.00,8730.00,8161.00,5770.00,5465.00,38.30,14138.00,5421.00,6810.00,8529.00,7897.00,5636.00,4645.00,4885.00
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,107702.00,52716.00,48.90,54986.00,51.10,95.87,103793.00,50385.00,48.50,53408.00,51.50,94.30,39.80,24308.00,10022.00,12960.00,14443.00,17027.00,13758.00,7856.00,7328.00,37.20,24836.00,9455.00,13679.00,17118.00,14403.00,9340.00,7372.00,7590.00
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,472099.00,231618.00,49.10,240481.00,50.90,96.31,408326.00,199888.00,49.00,208438.00,51.00,95.90,35.10,107035.00,56849.00,71384.00,64353.00,66711.00,53432.00,29043.00,23292.00,33.80,93475.00,52593.00,65821.00,66274.00,55376.00,32790.00,22548.00,19449.00
30620,"Lima, OH",Metropolitan Statistical Area,106331.00,53630.00,50.40,52701.00,49.60,101.76,108473.00,54229.00,50.00,54244.00,50.00,100.00,38.30,25445.00,11424.00,12443.00,12412.00,15479.00,13431.00,7928.00,7769.00,36.30,28092.00,10771.00,13290.00,16603.00,14865.00,9486.00,7877.00,7489.00
30700,"Lincoln, NE",Metropolitan Statistical Area,302157.00,151575.00,50.20,150582.00,49.80,100.66,266787.00,133408.00,50.00,133379.00,50.00,100.00,32.80,69863.00,44139.00,45625.00,36153.00,39430.00,33301.00,17253.00,16393.00,32.20,62907.00,40896.00,39857.00,40320.00,34880.00,19345.00,14500.00,14082.00
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,699757.00,340141.00,48.60,359616.00,51.40,94.58,610518.00,295798.00,48.50,314720.00,51.50,94.00,35.90,171614.00,68879.00,101058.00,92667.00,98633.00,81842.00,48051.00,37013.00,34.80,156534.00,60469.00,89815.00,97779.00,83436.00,53471.00,37060.00,31954.00
30860,"Logan, UT-ID",Metropolitan Statistical Area,125442.00,62485.00,49.80,62957.00,50.20,99.25,102720.00,50656.00,49.30,52064.00,50.70,97.30,25.80,40137.00,20390.00,20550.00,12844.00,11926.00,9258.00,5554.00,4783.00,24.00,32824.00,21312.00,14818.00,11449.00,8970.00,5487.00,3818.00,4042.00
30980,"Longview, TX",Metropolitan Statistical Area,214369.00,107005.00,49.90,107364.00,50.10,99.67,194042.00,95304.00,49.10,98738.00,50.90,96.50,37.10,53122.00,20586.00,28178.00,26195.00,30720.00,25414.00,16042.00,14112.00,36.30,51102.00,18197.00,24060.00,29951.00,25584.00,17934.00,14445.00,12769.00
31020,"Longview, WA",Metropolitan Statistical Area,102410.00,50542.00,49.40,51868.00,50.60,97.44,92948.00,46050.00,49.50,46898.00,50.50,98.20,40.20,24721.00,8437.00,11658.00,12560.00,15074.00,14155.00,8791.00,7014.00,36.90,24905.00,7735.00,11427.00,14128.00,13476.00,8909.00,6354.00,6014.00
31100,"Los Angeles-Long Beach-Santa Ana, CA",Metropolitan Statistical Area,12828837.00,6328434.00,49.30,6500403.00,50.70,97.35,12365627.00,6120150.00,49.50,6245477.00,50.50,98.00,35.10,3138867.00,1367824.00,1889259.00,1869369.00,1813132.00,1335010.00,755924.00,659452.00,32.30,3436395.00,1248838.00,2048046.00,1994767.00,1509351.00,920794.00,641535.00,565901.00
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1283566.00,626816.00,48.80,656750.00,51.20,95.44,1161975.00,563718.00,48.50,598257.00,51.50,94.20,38.10,307811.00,110799.00,171491.00,172827.00,197004.00,159476.00,89522.00,74636.00,36.30,291079.00,101490.00,163032.00,194200.00,165713.00,103055.00,77662.00,65744.00
31180,"Lubbock, TX",Metropolitan Statistical Area,284890.00,140703.00,49.40,144187.00,50.60,97.58,249700.00,122095.00,48.90,127605.00,51.10,95.70,30.50,69609.00,47596.00,41287.00,31424.00,35256.00,28038.00,16906.00,14774.00,30.60,64435.00,40138.00,34345.00,34956.00,29152.00,18825.00,15023.00,12826.00
31340,"Lynchburg, VA",Metropolitan Statistical Area,252634.00,121835.00,48.20,130799.00,51.80,93.15,228616.00,109746.00,48.00,118870.00,52.00,92.30,39.80,53666.00,31848.00,26994.00,30335.00,37364.00,32765.00,21712.00,17950.00,38.00,53425.00,22038.00,28416.00,35479.00,32576.00,23576.00,17880.00,15226.00
31420,"Macon, GA",Metropolitan Statistical Area,232293.00,111206.00,47.90,121087.00,52.10,91.84,222368.00,104518.00,47.00,117850.00,53.00,88.70,37.40,58269.00,22733.00,28509.00,29329.00,34338.00,29050.00,16808.00,13257.00,35.10,59311.00,21156.00,30421.00,34997.00,30255.00,19570.00,14313.00,12345.00
31460,"Madera-Chowchilla, CA",Metropolitan Statistical Area,150865.00,72682.00,48.20,78183.00,51.80,92.96,123109.00,58911.00,47.90,64198.00,52.10,91.80,33.00,42849.00,15901.00,20562.00,19167.00,19291.00,15833.00,9868.00,7394.00,32.70,36467.00,12127.00,16865.00,18951.00,15353.00,9750.00,7671.00,5925.00
31540,"Madison, WI",Metropolitan Statistical Area,568593.00,282224.00,49.60,286369.00,50.40,98.55,501774.00,248818.00,49.60,252956.00,50.40,98.40,35.30,125240.00,68374.00,88312.00,75635.00,82184.00,67141.00,32651.00,29056.00,33.90,115647.00,66116.00,77940.00,83156.00,70978.00,37462.00,25560.00,24915.00
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,400721.00,198162.00,49.50,202559.00,50.50,97.83,380841.00,187827.00,49.30,193014.00,50.70,97.30,39.30,94082.00,34444.00,49098.00,57579.00,68476.00,49515.00,25560.00,21967.00,35.90,100221.00,29285.00,54444.00,70260.00,54721.00,31384.00,21058.00,19468.00
31740,"Manhattan, KS",Metropolitan Statistical Area,127081.00,64750.00,51.00,62331.00,49.00,103.88,108999.00,56319.00,51.70,52680.00,48.30,106.90,26.00,30196.00,30303.00,21427.00,12489.00,12312.00,9858.00,5313.00,5183.00,26.00,25487.00,26867.00,15878.00,13805.00,10733.00,6415.00,4941.00,4873.00
31860,"Mankato-North Mankato, MN",Metropolitan Statistical Area,96740.00,48573.00,50.20,48167.00,49.80,100.84,85712.00,42676.00,49.80,43036.00,50.20,99.20,31.20,19764.00,19606.00,13342.00,10009.00,12129.00,10411.00,5625.00,5854.00,30.80,19316.00,17249.00,10460.00,11879.00,10640.00,6161.00,4785.00,5222.00
31900,"Mansfield, OH",Metropolitan Statistical Area,124475.00,62927.00,50.60,61548.00,49.40,102.24,128852.00,64845.00,50.30,64007.00,49.70,101.30,40.90,28019.00,10509.00,14758.00,15651.00,18721.00,16557.00,10571.00,9689.00,37.70,32013.00,10768.00,16609.00,20193.00,18272.00,12754.00,9935.00,8308.00
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,774769.00,376944.00,48.70,397825.00,51.30,94.75,569463.00,276523.00,48.60,292940.00,51.40,94.40,28.30,268484.00,83070.00,108260.00,102250.00,80041.00,60416.00,39726.00,32522.00,27.20,201002.00,64529.00,84625.00,72698.00,55846.00,35489.00,31214.00,24060.00
32780,"Medford, OR",Metropolitan Statistical Area,203206.00,99002.00,48.70,104204.00,51.30,95.01,181269.00,88114.00,48.60,93155.00,51.40,94.60,42.10,44312.00,17442.00,23470.00,23096.00,28822.00,30230.00,18847.00,16987.00,39.20,44260.00,15730.00,20330.00,25930.00,27954.00,18074.00,14279.00,14712.00
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1316100.00,631856.00,48.00,684244.00,52.00,92.34,1205204.00,579332.00,48.10,625872.00,51.90,92.60,35.00,350064.00,127908.00,179797.00,179467.00,189831.00,150194.00,78820.00,60019.00,33.20,340801.00,115662.00,178034.00,193632.00,161064.00,95312.00,65866.00,54833.00
32900,"Merced, CA",Metropolitan Statistical Area,255793.00,128737.00,50.30,127056.00,49.70,101.32,210554.00,104931.00,49.80,105623.00,50.20,99.30,29.60,80698.00,30456.00,35060.00,31967.00,31007.00,22645.00,13205.00,10755.00,29.00,72684.00,21650.00,28311.00,30345.00,22903.00,14657.00,11119.00,8885.00
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,5564635.00,2693823.00,48.40,2870812.00,51.60,93.83,5007564.00,2418866.00,48.30,2588698.00,51.70,93.40,39.80,1205961.00,499915.00,711640.00,789398.00,831783.00,639346.00,442756.00,443836.00,37.60,1182600.00,396569.00,701317.00,812534.00,638903.00,451904.00,401627.00,422110.00
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,111467.00,57641.00,51.70,53826.00,48.30,107.09,110106.00,56539.00,51.30,53567.00,48.70,105.50,39.60,25382.00,9323.00,14400.00,14669.00,17018.00,14808.00,8611.00,7256.00,37.10,27002.00,9440.00,14960.00,17775.00,15924.00,10093.00,7817.00,7095.00
33260,"Midland, TX",Metropolitan Statistical Area,136872.00,67242.00,49.10,69630.00,50.90,96.57,116009.00,56032.00,48.30,59977.00,51.70,93.40,33.50,37529.00,13710.00,19696.00,16263.00,19734.00,14826.00,7672.00,7442.00,34.10,35034.00,10238.00,14036.00,18944.00,15431.00,8860.00,7585.00,5881.00
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1555908.00,756805.00,48.60,799103.00,51.40,94.71,1500741.00,727258.00,48.50,773483.00,51.50,94.00,36.90,382936.00,150305.00,209356.00,200650.00,233471.00,183358.00,97043.00,98789.00,35.40,395989.00,136949.00,207256.00,244843.00,204960.00,122056.00,95918.00,92770.00
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3279833.00,1618907.00,49.40,1660926.00,50.60,97.47,2968806.00,1466277.00,49.40,1502529.00,50.60,97.60,36.00,819792.00,298660.00,477668.00,455201.00,508014.00,370829.00,187685.00,161984.00,34.20,793402.00,274068.00,457105.00,528024.00,405724.00,225540.00,145808.00,139135.00
33540,"Missoula, MT",Metropolitan Statistical Area,109299.00,54974.00,50.30,54325.00,49.70,101.19,95802.00,47875.00,50.00,47927.00,50.00,99.90,34.30,21828.00,16355.00,17431.00,12627.00,14733.00,13868.00,6987.00,5470.00,33.20,21917.00,14740.00,13439.00,14504.00,14020.00,7597.00,4816.00,4769.00
33660,"Mobile, AL",Metropolitan Statistical Area,412992.00,198374.00,48.00,214618.00,52.00,92.43,399843.00,191044.00,47.80,208799.00,52.20,91.50,36.60,103581.00,41277.00,53631.00,51417.00,59975.00,49790.00,29985.00,23336.00,34.40,109881.00,39993.00,53256.00,61357.00,52470.00,34967.00,26035.00,21884.00
33700,"Modesto, CA",Metropolitan Statistical Area,514453.00,254489.00,49.50,259964.00,50.50,97.89,446997.00,219912.00,49.20,227085.00,50.80,96.80,32.90,147158.00,53836.00,70194.00,66726.00,69558.00,52150.00,29637.00,25194.00,31.70,139222.00,43906.00,60880.00,68921.00,54248.00,33123.00,24405.00,22292.00
33740,"Monroe, LA",Metropolitan Statistical Area,176441.00,84744.00,48.00,91697.00,52.00,92.42,170053.00,80538.00,47.40,89515.00,52.60,90.00,34.90,45601.00,19339.00,23414.00,21423.00,23906.00,20088.00,12306.00,10364.00,33.00,46984.00,19738.00,22690.00,24421.00,20982.00,14406.00,11368.00,9464.00
33780,"Monroe, MI",Metropolitan Statistical Area,152021.00,75013.00,49.30,77008.00,50.70,97.41,145945.00,72395.00,49.60,73550.00,50.40,98.40,40.30,36677.00,12763.00,16517.00,20191.00,25235.00,20246.00,11171.00,9221.00,36.00,39993.00,11817.00,18747.00,24799.00,21376.00,12991.00,9019.00,7203.00
33860,"Montgomery, AL",Metropolitan Statistical Area,374536.00,179714.00,48.00,194822.00,52.00,92.25,346528.00,167224.00,48.30,179304.00,51.70,93.30,36.00,92219.00,39132.00,50905.00,50715.00,53890.00,42617.00,25507.00,19551.00,34.10,91132.00,36767.00,49699.00,55074.00,45246.00,29135.00,21377.00,18098.00
34060,"Morgantown, WV",Metropolitan Statistical Area,129709.00,66898.00,51.60,62811.00,48.40,106.51,111200.00,55826.00,50.20,55374.00,49.80,100.80,32.30,21804.00,28192.00,18963.00,14911.00,16033.00,14723.00,8354.00,6729.00,32.80,21860.00,21475.00,15331.00,15463.00,14687.00,9233.00,6969.00,6182.00
34100,"Morristown, TN",Metropolitan Statistical Area,136608.00,66984.00,49.00,69624.00,51.00,96.21,123081.00,60787.00,49.40,62294.00,50.60,97.60,40.50,31147.00,11904.00,15251.00,18568.00,19874.00,17987.00,13293.00,8584.00,37.00,28402.00,11598.00,17657.00,18740.00,16875.00,13801.00,9341.00,6667.00
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,116901.00,57980.00,49.60,58921.00,50.40,98.40,102979.00,50982.00,49.50,51997.00,50.50,98.00,40.10,27737.00,9602.00,14104.00,13828.00,16511.00,16243.00,10259.00,8617.00,37.20,27082.00,8843.00,12363.00,15384.00,14869.00,9404.00,7521.00,7513.00
34620,"Muncie, IN",Metropolitan Statistical Area,117671.00,56606.00,48.10,61065.00,51.90,92.70,118769.00,56975.00,48.00,61794.00,52.00,92.20,34.80,23573.00,22649.00,12838.00,12963.00,14975.00,13396.00,9221.00,8056.00,33.80,26248.00,20131.00,14738.00,15693.00,14842.00,11128.00,8436.00,7553.00
34740,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,172188.00,85451.00,49.60,86737.00,50.40,98.52,170200.00,84359.00,49.60,85841.00,50.40,98.30,38.20,42787.00,15562.00,21286.00,21429.00,26092.00,21680.00,12247.00,11105.00,35.50,46878.00,14813.00,22173.00,27163.00,22999.00,14287.00,11280.00,10607.00
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Metropolitan Statistical Area,269291.00,131691.00,48.90,137600.00,51.10,95.71,196629.00,96534.00,49.10,100095.00,50.90,96.40,41.10,54242.00,26079.00,33834.00,33463.00,37077.00,38526.00,28382.00,17688.00,38.30,41929.00,18421.00,27958.00,29665.00,26996.00,22190.00,18459.00,11011.00
34900,"Napa, CA",Metropolitan Statistical Area,136484.00,68159.00,49.90,68325.00,50.10,99.76,124279.00,62016.00,49.90,62263.00,50.10,99.60,39.70,31486.00,12023.00,16755.00,17851.00,19932.00,17843.00,10522.00,10072.00,38.30,29998.00,10510.00,15562.00,18884.00,18392.00,11847.00,8695.00,10391.00
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,321520.00,158494.00,49.30,163026.00,50.70,97.22,251377.00,125856.00,50.10,125521.00,49.90,100.30,46.90,62647.00,22046.00,32550.00,35557.00,40829.00,42940.00,46154.00,38797.00,44.10,49941.00,16711.00,28262.00,33458.00,29515.00,31977.00,35088.00,26425.00
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1589934.00,777473.00,48.90,812461.00,51.10,95.69,1311789.00,643150.00,49.00,668639.00,51.00,96.20,35.70,387964.00,156408.00,234483.00,228380.00,234057.00,178639.00,97643.00,72360.00,34.60,325902.00,132813.00,205798.00,223434.00,180347.00,109666.00,73014.00,60815.00
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,862477.00,415090.00,48.10,447387.00,51.90,92.78,824008.00,395931.00,48.00,428077.00,52.00,92.50,39.30,192974.00,85692.00,107891.00,114007.00,132623.00,105318.00,60734.00,63238.00,37.00,201679.00,71509.00,112312.00,134536.00,112863.00,71817.00,56315.00,62977.00
35380,"New Orleans-Metairie-Kenner, LA",Metropolitan Statistical Area,1167764.00,568375.00,48.70,599389.00,51.30,94.83,1316510.00,629706.00,47.80,686804.00,52.20,91.70,37.10,272818.00,115427.00,166107.00,149511.00,176290.00,145520.00,78741.00,63350.00,34.80,351833.00,127758.00,182347.00,210361.00,183310.00,111234.00,81393.00,68274.00
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Metropolitan Statistical Area,18897109.00,9099234.00,48.20,9797875.00,51.80,92.87,18323002.00,8790942.00,48.00,9532060.00,52.00,92.20,37.60,4311500.00,1782201.00,2689393.00,2660422.00,2804236.00,2175893.00,1288409.00,1185055.00,35.80,4514604.00,1601172.00,2789360.00,3026621.00,2450372.00,1630027.00,1212437.00,1098409.00
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,156813.00,76373.00,48.70,80440.00,51.30,94.94,162453.00,78738.00,48.50,83715.00,51.50,94.10,41.00,36672.00,13300.00,17238.00,19186.00,23981.00,20887.00,13360.00,12189.00,37.40,42302.00,13451.00,19690.00,25033.00,22901.00,15627.00,12160.00,11289.00
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,702281.00,337156.00,48.00,365125.00,52.00,92.34,589959.00,281967.00,47.80,307992.00,52.20,91.60,49.50,126018.00,45054.00,63935.00,74843.00,95680.00,103415.00,97308.00,96028.00,47.30,107474.00,33594.00,58191.00,77557.00,74384.00,70529.00,82602.00,85628.00
35980,"Norwich-New London, CT",Metropolitan Statistical Area,274055.00,136803.00,49.90,137252.00,50.10,99.67,259088.00,128172.00,49.50,130916.00,50.50,97.90,40.40,59599.00,26835.00,32640.00,36223.00,44762.00,35001.00,20365.00,18630.00,37.00,63231.00,22177.00,35184.00,45636.00,36009.00,23086.00,17468.00,16297.00
36100,"Ocala, FL",Metropolitan Statistical Area,331298.00,158993.00,48.00,172305.00,52.00,92.27,258916.00,124945.00,48.30,133971.00,51.70,93.30,47.30,64181.00,23742.00,31810.00,35855.00,44391.00,46001.00,47094.00,38224.00,43.80,55425.00,16492.00,26435.00,35252.00,31262.00,30562.00,35289.00,28199.00
