Code,Metro,Class,Population,2010 males,2010 Males pct,2010 females,2010 female pct,2010 Sex ratio1,2010 Total population,2000 males,2000 male pct,2000 female pct,2000 female pct,2000 Sex ratio1,2010 median age,2010 Under 18 years,2010 18 to 24 years,2010 25 to 34 years,010 35 to 44 years,2010 45 to 54 years,55 to 64 years,2010 65 to 74 years,2010 75 years and over,2010 Median,2000 Under 18 years,2000 18 to 24 years,2000 25 to 34 years,2000 35 to 44 years,2000 45 to 54 years,2000 55 to 64 years,2000 65 to 74 years,2000 75 years and over
19580,"Defiance, OH",Micropolitan Statistical Area,39037.00,19225.00,49.20,19812.00,50.80,97.04,39500.00,19480.00,49.30,20020.00,50.70,97.30,39.40,9603.00,3398.00,4473.00,4743.00,5818.00,5145.00,3129.00,2728.00,36.50,10483.00,3653.00,4814.00,5992.00,5757.00,3703.00,2698.00,2400.00
19620,"Del Rio, TX",Micropolitan Statistical Area,48879.00,24519.00,50.20,24360.00,49.80,100.65,44856.00,22087.00,49.20,22769.00,50.80,97.00,32.30,14564.00,5083.00,6399.00,6285.00,5665.00,4831.00,3391.00,2661.00,30.80,14382.00,4221.00,6611.00,5916.00,4954.00,3859.00,2836.00,2077.00
19700,"Deming, NM",Micropolitan Statistical Area,25095.00,12474.00,49.70,12621.00,50.30,98.84,25016.00,12198.00,48.80,12818.00,51.20,95.20,39.50,6645.00,2179.00,2604.00,2643.00,3014.00,3103.00,2684.00,2223.00,36.70,7505.00,1897.00,2595.00,3086.00,2784.00,2599.00,2685.00,1865.00
19760,"DeRidder, LA",Micropolitan Statistical Area,35654.00,18170.00,51.00,17484.00,49.00,103.92,32986.00,16543.00,50.20,16443.00,49.80,100.60,36.60,9295.00,3010.00,4737.00,4741.00,4990.00,4259.00,2759.00,1863.00,35.50,9059.00,2841.00,4362.00,5114.00,4443.00,3242.00,2285.00,1640.00
19860,"Dickinson, ND",Micropolitan Statistical Area,24982.00,12511.00,50.10,12471.00,49.90,100.32,23524.00,11617.00,49.40,11907.00,50.60,97.60,38.70,5324.00,3016.00,3230.00,2609.00,3797.00,2980.00,1776.00,2250.00,37.20,6002.00,2665.00,2418.00,3697.00,3112.00,1978.00,1773.00,1879.00
19900,"Dillon, SC",Micropolitan Statistical Area,32062.00,15084.00,47.00,16978.00,53.00,88.84,30722.00,14329.00,46.60,16393.00,53.40,87.40,36.70,8574.00,2910.00,3907.00,3911.00,4573.00,4028.00,2400.00,1759.00,34.20,8932.00,2927.00,3858.00,4578.00,4192.00,2690.00,1942.00,1603.00
19940,"Dixon, IL",Micropolitan Statistical Area,36031.00,18910.00,52.50,17121.00,47.50,110.45,36062.00,18484.00,51.30,17578.00,48.70,105.20,42.00,7734.00,2916.00,4232.00,4696.00,5985.00,4824.00,2932.00,2712.00,37.90,8727.00,2818.00,4637.00,6277.00,5056.00,3259.00,2699.00,2589.00
19980,"Dodge City, KS",Micropolitan Statistical Area,33848.00,17470.00,51.60,16378.00,48.40,106.67,32458.00,16791.00,51.70,15667.00,48.30,107.20,30.40,10470.00,3664.00,4926.00,4205.00,4175.00,3031.00,1640.00,1737.00,29.90,10094.00,3642.00,5007.00,4537.00,3481.00,2131.00,1691.00,1875.00
20060,"Douglas, GA",Micropolitan Statistical Area,50731.00,25695.00,50.60,25036.00,49.40,102.63,45022.00,22341.00,49.60,22681.00,50.40,98.50,34.50,13531.00,5188.00,6952.00,7053.00,6874.00,5552.00,3398.00,2183.00,31.90,12890.00,4939.00,6792.00,6814.00,5466.00,3725.00,2431.00,1965.00
20140,"Dublin, GA",Micropolitan Statistical Area,58414.00,28658.00,49.10,29756.00,50.90,96.31,53434.00,25790.00,48.30,27644.00,51.70,93.30,38.40,14565.00,4877.00,7275.00,7696.00,8473.00,7255.00,4609.00,3664.00,35.70,14624.00,4830.00,6745.00,7883.00,7060.00,4989.00,3783.00,3520.00
20180,"DuBois, PA",Micropolitan Statistical Area,81642.00,42126.00,51.60,39516.00,48.40,106.60,83382.00,41581.00,49.90,41801.00,50.10,99.50,42.90,16296.00,6444.00,9291.00,11280.00,13150.00,10923.00,7346.00,6912.00,39.30,18922.00,6395.00,10753.00,13289.00,11489.00,8440.00,7114.00,6980.00
20300,"Dumas, TX",Micropolitan Statistical Area,21904.00,11317.00,51.70,10587.00,48.30,106.90,20121.00,10091.00,50.20,10030.00,49.80,100.60,30.70,6999.00,2151.00,3081.00,2794.00,2740.00,2032.00,1119.00,988.00,30.40,6753.00,1852.00,2830.00,2886.00,2221.00,1455.00,1213.00,911.00
20340,"Duncan, OK",Micropolitan Statistical Area,45048.00,21961.00,48.80,23087.00,51.20,95.12,43182.00,20894.00,48.40,22288.00,51.60,93.70,40.60,10824.00,3438.00,5395.00,5109.00,6606.00,5878.00,4090.00,3708.00,40.10,10617.00,3362.00,4438.00,6415.00,5950.00,4418.00,4253.00,3729.00
20380,"Dunn, NC",Micropolitan Statistical Area,114678.00,56199.00,49.00,58479.00,51.00,96.10,91025.00,44923.00,49.40,46102.00,50.60,97.40,33.50,31827.00,11618.00,16292.00,16448.00,14937.00,11609.00,7063.00,4884.00,32.50,24540.00,9670.00,15121.00,14089.00,10917.00,7241.00,5364.00,4083.00
20420,"Durango, CO",Micropolitan Statistical Area,51334.00,26138.00,50.90,25196.00,49.10,103.74,43941.00,22362.00,50.90,21579.00,49.10,103.60,38.40,10512.00,6072.00,6902.00,6415.00,7956.00,7498.00,3632.00,2347.00,35.60,9967.00,6097.00,5587.00,7153.00,7187.00,3822.00,2345.00,1783.00
20460,"Durant, OK",Micropolitan Statistical Area,42416.00,20743.00,48.90,21673.00,51.10,95.71,36534.00,17810.00,48.70,18724.00,51.30,95.10,37.20,9913.00,4954.00,5348.00,4932.00,5526.00,5063.00,3836.00,2844.00,35.80,9066.00,4281.00,4548.00,4839.00,4600.00,3562.00,2928.00,2710.00
20540,"Dyersburg, TN",Micropolitan Statistical Area,38335.00,18469.00,48.20,19866.00,51.80,92.97,37279.00,17867.00,47.90,19412.00,52.10,92.00,39.30,9552.00,3037.00,4452.00,5088.00,5753.00,4936.00,3162.00,2355.00,36.50,9597.00,3246.00,4943.00,5725.00,5171.00,3596.00,2560.00,2441.00
20580,"Eagle Pass, TX",Micropolitan Statistical Area,54258.00,26451.00,48.80,27807.00,51.20,95.12,47297.00,22648.00,47.90,24649.00,52.10,91.90,30.00,18323.00,5547.00,6463.00,6907.00,6139.00,5152.00,3226.00,2501.00,27.80,17459.00,4340.00,6454.00,6159.00,5128.00,3263.00,2705.00,1789.00
20620,"East Liverpool-Salem, OH",Micropolitan Statistical Area,107841.00,54185.00,50.20,53656.00,49.80,100.99,112075.00,55702.00,49.70,56373.00,50.30,98.80,42.30,23584.00,8223.00,11989.00,13976.00,17055.00,15221.00,9377.00,8416.00,38.50,27268.00,8795.00,14183.00,17871.00,16257.00,10858.00,8916.00,7927.00
20660,"Easton, MD",Micropolitan Statistical Area,37782.00,18019.00,47.70,19763.00,52.30,91.18,33812.00,16125.00,47.70,17687.00,52.30,91.20,47.40,7375.00,2508.00,3459.00,4209.00,5555.00,5718.00,4894.00,4064.00,43.30,7324.00,1886.00,3477.00,5043.00,5016.00,4169.00,3550.00,3347.00
20700,"East Stroudsburg, PA",Micropolitan Statistical Area,169842.00,83856.00,49.40,85986.00,50.60,97.52,138687.00,68490.00,49.40,70197.00,50.60,97.60,40.30,40574.00,17683.00,15889.00,22756.00,29431.00,21808.00,12623.00,9078.00,37.20,37128.00,11933.00,15186.00,24778.00,19858.00,12768.00,9916.00,7120.00
20780,"Edwards, CO",Micropolitan Statistical Area,59507.00,31733.00,53.30,27774.00,46.70,114.25,49471.00,27005.00,54.60,22466.00,45.40,120.20,34.10,14622.00,5138.00,10895.00,10117.00,8655.00,6495.00,2642.00,943.00,31.10,11888.00,5739.00,10991.00,9137.00,6884.00,3070.00,1194.00,568.00
20820,"Effingham, IL",Micropolitan Statistical Area,34242.00,17009.00,49.70,17233.00,50.30,98.70,34264.00,16974.00,49.50,17290.00,50.50,98.20,39.20,8442.00,2908.00,4164.00,4013.00,5350.00,4169.00,2643.00,2553.00,35.70,9784.00,2814.00,4147.00,5507.00,4334.00,2911.00,2358.00,2409.00
20900,"El Campo, TX",Micropolitan Statistical Area,41280.00,20291.00,49.20,20989.00,50.80,96.67,41188.00,20265.00,49.20,20923.00,50.80,96.90,37.20,11072.00,3576.00,5020.00,4755.00,5871.00,4967.00,3125.00,2894.00,35.30,11837.00,3839.00,4763.00,6153.00,5237.00,3637.00,2909.00,2813.00
20980,"El Dorado, AR",Micropolitan Statistical Area,41639.00,20259.00,48.70,21380.00,51.30,94.76,45629.00,21814.00,47.80,23815.00,52.20,91.60,40.10,10061.00,3229.00,4965.00,5100.00,6266.00,5537.00,3398.00,3083.00,37.70,11832.00,3776.00,5401.00,6897.00,6103.00,4270.00,3548.00,3802.00
21020,"Elizabeth City, NC",Micropolitan Statistical Area,64094.00,31421.00,49.00,32673.00,51.00,96.17,53150.00,25730.00,48.40,27420.00,51.60,93.80,39.20,14525.00,6745.00,7560.00,7970.00,9606.00,8005.00,5493.00,4190.00,37.70,12978.00,5145.00,6329.00,8464.00,6890.00,5308.00,4288.00,3748.00
21120,"Elk City, OK",Micropolitan Statistical Area,22119.00,11831.00,53.50,10288.00,46.50,115.00,19799.00,10354.00,52.30,9445.00,47.70,109.60,35.40,5338.00,2160.00,3438.00,2794.00,3191.00,2385.00,1450.00,1363.00,36.60,4779.00,1932.00,2708.00,3149.00,2519.00,1653.00,1513.00,1546.00
21220,"Elko, NV",Micropolitan Statistical Area,50805.00,26402.00,52.00,24403.00,48.00,108.19,46942.00,24448.00,52.10,22494.00,47.90,108.70,33.70,14711.00,4762.00,6719.00,6603.00,7721.00,5889.00,2882.00,1518.00,31.50,15158.00,4049.00,6741.00,8017.00,6355.00,3741.00,1714.00,1167.00
21260,"Ellensburg, WA",Micropolitan Statistical Area,40915.00,20793.00,50.80,20122.00,49.20,103.33,33362.00,16575.00,49.70,16787.00,50.30,98.70,31.90,7484.00,9438.00,4777.00,4110.00,5072.00,4822.00,3064.00,2148.00,31.40,6864.00,7215.00,3865.00,4347.00,4182.00,3018.00,1981.00,1890.00
21380,"Emporia, KS",Micropolitan Statistical Area,36480.00,17911.00,49.10,18569.00,50.90,96.46,38965.00,19276.00,49.50,19689.00,50.50,97.90,33.60,8555.00,5664.00,4575.00,3909.00,4839.00,4134.00,2451.00,2353.00,31.80,9981.00,6029.00,4931.00,5666.00,4662.00,2945.00,2203.00,2548.00
21420,"Enid, OK",Micropolitan Statistical Area,60580.00,29873.00,49.30,30707.00,50.70,97.28,57813.00,27973.00,48.40,29840.00,51.60,93.70,37.40,14948.00,5455.00,8286.00,6808.00,8633.00,7154.00,4687.00,4609.00,37.70,14480.00,5274.00,6991.00,8820.00,7530.00,5456.00,4591.00,4671.00
21460,"Enterprise-Ozark, AL",Micropolitan Statistical Area,100199.00,49509.00,49.40,50690.00,50.60,97.67,92744.00,45659.00,49.20,47085.00,50.80,97.00,36.90,24561.00,9032.00,14154.00,12751.00,13785.00,11947.00,7942.00,6027.00,35.60,23853.00,8571.00,13015.00,14110.00,12280.00,8937.00,6681.00,5297.00
21540,"Escanaba, MI",Micropolitan Statistical Area,37069.00,18367.00,49.50,18702.00,50.50,98.21,38520.00,18928.00,49.10,19592.00,50.90,96.60,45.60,7738.00,2688.00,3667.00,4147.00,5900.00,5831.00,3601.00,3497.00,40.40,9173.00,3030.00,4006.00,5996.00,5798.00,3975.00,3374.00,3168.00
21580,"Espanola, NM",Micropolitan Statistical Area,40246.00,19890.00,49.40,20356.00,50.60,97.71,41190.00,20388.00,49.50,20802.00,50.50,98.00,39.00,9913.00,3582.00,4646.00,4972.00,6040.00,5434.00,3320.00,2339.00,34.50,11774.00,3659.00,5423.00,6425.00,5743.00,3677.00,2636.00,1853.00
21640,"Eufaula, AL-GA",Micropolitan Statistical Area,29970.00,15776.00,52.60,14194.00,47.40,111.15,31636.00,16193.00,51.20,15443.00,48.80,104.90,39.60,6529.00,2648.00,4035.00,3915.00,4334.00,4046.00,2563.00,1900.00,36.20,8006.00,2878.00,4321.00,4891.00,4289.00,2862.00,2341.00,2048.00
21700,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,134623.00,67595.00,50.20,67028.00,49.80,100.85,126518.00,62532.00,49.40,63986.00,50.60,97.70,37.10,27061.00,16652.00,19995.00,15068.00,18749.00,19373.00,9671.00,8054.00,36.30,29413.00,15662.00,16016.00,18679.00,19861.00,11111.00,8020.00,7756.00
21740,"Evanston, WY",Micropolitan Statistical Area,21118.00,10662.00,50.50,10456.00,49.50,101.97,19742.00,10054.00,50.90,9688.00,49.10,103.80,33.90,6371.00,1607.00,2894.00,2613.00,3195.00,2564.00,1122.00,752.00,31.40,6605.00,1771.00,2354.00,3406.00,2870.00,1358.00,797.00,581.00
21860,"Fairmont, MN",Micropolitan Statistical Area,20840.00,10229.00,49.10,10611.00,50.90,96.40,21802.00,10639.00,48.80,11163.00,51.20,95.30,45.50,4632.00,1365.00,2128.00,2167.00,3275.00,2956.00,1915.00,2402.00,41.50,5415.00,1406.00,2115.00,3306.00,3112.00,2112.00,1933.00,2403.00
21900,"Fairmont, WV",Micropolitan Statistical Area,56418.00,27546.00,48.80,28872.00,51.20,95.41,56598.00,26900.00,47.50,29698.00,52.50,90.60,41.00,11205.00,5721.00,6979.00,7204.00,7893.00,7875.00,5020.00,4521.00,39.90,11671.00,5971.00,7105.00,7818.00,8140.00,5820.00,4927.00,5146.00
21980,"Fallon, NV",Micropolitan Statistical Area,24877.00,12508.00,50.30,12369.00,49.70,101.12,23982.00,12027.00,50.20,11955.00,49.80,100.60,39.00,6274.00,2073.00,3014.00,2939.00,3566.00,3230.00,2247.00,1534.00,34.70,6935.00,1947.00,3222.00,3664.00,3092.00,2257.00,1602.00,1263.00
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,64142.00,32796.00,51.10,31346.00,48.90,104.63,56665.00,28583.00,50.40,28082.00,49.60,101.80,35.00,15163.00,9254.00,7653.00,8019.00,9265.00,6907.00,4146.00,3735.00,32.90,14313.00,8936.00,6628.00,8894.00,6972.00,4447.00,3201.00,3274.00
22100,"Farmington, MO",Micropolitan Statistical Area,65359.00,34794.00,53.20,30565.00,46.80,113.84,55641.00,28276.00,50.80,27365.00,49.20,103.30,38.20,14408.00,6143.00,9353.00,8647.00,9966.00,7488.00,5131.00,4223.00,37.20,13335.00,5144.00,7394.00,8955.00,7165.00,5330.00,4399.00,3919.00
22260,"Fergus Falls, MN",Micropolitan Statistical Area,57303.00,28724.00,50.10,28579.00,49.90,100.51,57159.00,28630.00,50.10,28529.00,49.90,100.40,46.30,12457.00,3764.00,5646.00,5801.00,9093.00,8510.00,6156.00,5876.00,41.10,14238.00,4107.00,5315.00,8542.00,7863.00,6236.00,5410.00,5448.00
22280,"Fernley, NV",Micropolitan Statistical Area,51980.00,26178.00,50.40,25802.00,49.60,101.46,34501.00,17467.00,50.60,17034.00,49.40,102.50,40.90,12928.00,3532.00,5728.00,6477.00,7716.00,7384.00,5314.00,2901.00,38.20,9345.00,2282.00,3900.00,5526.00,4830.00,3875.00,2921.00,1822.00
22300,"Findlay, OH",Micropolitan Statistical Area,74782.00,36284.00,48.50,38498.00,51.50,94.25,71295.00,34605.00,48.50,36690.00,51.50,94.30,38.50,17628.00,7687.00,9048.00,9216.00,11187.00,9343.00,5587.00,5086.00,36.00,18340.00,6951.00,9293.00,11187.00,9762.00,6339.00,4643.00,4780.00
22340,"Fitzgerald, GA",Micropolitan Statistical Area,27172.00,13243.00,48.70,13929.00,51.30,95.08,27415.00,13249.00,48.30,14166.00,51.70,93.50,37.70,6983.00,2334.00,3374.00,3434.00,3740.00,3354.00,2247.00,1706.00,34.70,7669.00,2602.00,3531.00,3777.00,3519.00,2593.00,1911.00,1813.00
22580,"Forest City, NC",Micropolitan Statistical Area,67810.00,32781.00,48.30,35029.00,51.70,93.58,62899.00,30301.00,48.20,32598.00,51.80,93.00,42.50,15224.00,5151.00,7008.00,8914.00,10080.00,9707.00,6663.00,5063.00,38.30,14960.00,5015.00,8384.00,9188.00,8679.00,6606.00,5255.00,4812.00
22620,"Forrest City, AR",Micropolitan Statistical Area,28258.00,15393.00,54.50,12865.00,45.50,119.65,29329.00,15067.00,51.40,14262.00,48.60,105.60,37.20,6677.00,2390.00,4191.00,3852.00,4237.00,3464.00,1981.00,1466.00,33.80,8193.00,2893.00,4025.00,4506.00,3753.00,2479.00,1881.00,1599.00
22700,"Fort Dodge, IA",Micropolitan Statistical Area,38013.00,19467.00,51.20,18546.00,48.80,104.97,40235.00,20143.00,50.10,20092.00,49.90,100.30,40.00,8419.00,4224.00,4496.00,3990.00,5602.00,4945.00,2982.00,3355.00,37.70,9847.00,4463.00,4417.00,5827.00,5215.00,3476.00,3347.00,3643.00
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,52274.00,29212.00,55.90,23062.00,44.10,126.67,41165.00,21753.00,52.80,19412.00,47.20,112.10,26.60,12537.00,11853.00,8934.00,6092.00,5411.00,3679.00,2180.00,1588.00,28.50,11338.00,6846.00,6924.00,6263.00,3999.00,2538.00,1926.00,1331.00
22800,"Fort Madison-Keokuk, IA-MO",Micropolitan Statistical Area,43001.00,21699.00,50.50,21302.00,49.50,101.86,45468.00,22485.00,49.50,22983.00,50.50,97.80,42.50,9678.00,3300.00,4817.00,5058.00,6657.00,6152.00,3754.00,3585.00,39.40,11125.00,3540.00,5007.00,7028.00,6675.00,4556.00,3648.00,3889.00
22820,"Fort Morgan, CO",Micropolitan Statistical Area,28159.00,13898.00,49.40,14261.00,50.60,97.45,27171.00,13613.00,50.10,13558.00,49.90,100.40,36.00,7875.00,2461.00,3436.00,3436.00,3983.00,3003.00,2017.00,1948.00,33.50,8252.00,2318.00,3560.00,4110.00,3225.00,2165.00,1759.00,1782.00
22840,"Fort Payne, AL",Micropolitan Statistical Area,71109.00,35113.00,49.40,35996.00,50.60,97.55,64452.00,31508.00,48.90,32944.00,51.10,95.60,37.50,18366.00,5826.00,9043.00,9658.00,9714.00,8627.00,5715.00,4160.00,36.30,15899.00,5928.00,9113.00,9660.00,8610.00,6360.00,4841.00,4041.00
22860,"Fort Polk South, LA",Micropolitan Statistical Area,52334.00,26784.00,51.20,25550.00,48.80,104.83,52531.00,27432.00,52.20,25099.00,47.80,109.30,29.60,14512.00,7024.00,8844.00,6628.00,5740.00,4657.00,2985.00,1944.00,28.30,15306.00,7741.00,9378.00,7130.00,5144.00,3664.00,2503.00,1665.00
22980,"Fort Valley, GA",Micropolitan Statistical Area,27695.00,13416.00,48.40,14279.00,51.60,93.96,23668.00,11444.00,48.40,12224.00,51.60,93.60,33.30,6320.00,4834.00,3170.00,3161.00,3874.00,3172.00,1910.00,1254.00,31.80,6163.00,3528.00,3120.00,3379.00,3016.00,2131.00,1381.00,950.00
23140,"Frankfort, IN",Micropolitan Statistical Area,33224.00,16426.00,49.40,16798.00,50.60,97.79,33866.00,16704.00,49.30,17162.00,50.70,97.30,37.50,8849.00,2772.00,3967.00,4151.00,4792.00,3917.00,2386.00,2390.00,35.60,9243.00,2997.00,4398.00,5210.00,4285.00,2860.00,2344.00,2529.00
23180,"Frankfort, KY",Micropolitan Statistical Area,70706.00,34344.00,48.60,36362.00,51.40,94.45,66798.00,32406.00,48.50,34392.00,51.50,94.20,39.30,16111.00,6329.00,8787.00,9737.00,10802.00,9479.00,5378.00,4083.00,36.60,15853.00,6025.00,9722.00,11003.00,9977.00,6261.00,4286.00,3671.00
23240,"Fredericksburg, TX",Micropolitan Statistical Area,24837.00,11968.00,48.20,12869.00,51.80,93.00,20814.00,9841.00,47.30,10973.00,52.70,89.70,49.60,5041.00,1399.00,2047.00,2425.00,3458.00,3881.00,3285.00,3301.00,46.30,4487.00,1150.00,1778.00,2631.00,2846.00,2613.00,2638.00,2671.00
23300,"Freeport, IL",Micropolitan Statistical Area,47711.00,23146.00,48.50,24565.00,51.50,94.22,48979.00,23612.00,48.20,25367.00,51.80,93.10,43.10,10811.00,3748.00,4857.00,5591.00,7338.00,6408.00,4471.00,4487.00,38.50,12351.00,3707.00,5813.00,7675.00,6564.00,4843.00,3935.00,4091.00
23340,"Fremont, NE",Micropolitan Statistical Area,36691.00,17963.00,49.00,18728.00,51.00,95.92,36160.00,17441.00,48.20,18719.00,51.80,93.20,40.30,8768.00,3102.00,4335.00,4128.00,5175.00,4443.00,3116.00,3624.00,37.90,8922.00,3489.00,4095.00,5386.00,4604.00,3322.00,3102.00,3240.00
23380,"Fremont, OH",Micropolitan Statistical Area,60944.00,29992.00,49.20,30952.00,50.80,96.90,61792.00,30242.00,48.90,31550.00,51.10,95.90,40.40,14868.00,4656.00,6933.00,7627.00,9532.00,8013.00,4856.00,4459.00,37.30,16168.00,4987.00,7637.00,9831.00,8586.00,5641.00,4601.00,4341.00
23500,"Gaffney, SC",Micropolitan Statistical Area,55342.00,26860.00,48.50,28482.00,51.50,94.31,52537.00,25423.00,48.40,27114.00,51.60,93.80,38.30,13654.00,5230.00,6366.00,7712.00,7876.00,7062.00,4341.00,3101.00,35.30,13570.00,4746.00,7691.00,7845.00,7246.00,4922.00,3570.00,2947.00
23620,"Gainesville, TX",Micropolitan Statistical Area,38437.00,19056.00,49.60,19381.00,50.40,98.32,36363.00,17940.00,49.30,18423.00,50.70,97.40,39.40,9831.00,3345.00,4210.00,4407.00,5482.00,5062.00,3390.00,2710.00,36.70,9942.00,3169.00,4227.00,5256.00,4760.00,3594.00,2808.00,2607.00
23660,"Galesburg, IL",Micropolitan Statistical Area,70626.00,35183.00,49.80,35443.00,50.20,99.27,74571.00,36875.00,49.40,37696.00,50.60,97.80,41.40,14799.00,7406.00,7998.00,8070.00,9973.00,9602.00,6456.00,6322.00,39.00,16648.00,7818.00,8723.00,10663.00,10447.00,7431.00,6219.00,6622.00
23700,"Gallup, NM",Micropolitan Statistical Area,71492.00,34620.00,48.40,36872.00,51.60,93.89,74798.00,36146.00,48.30,38652.00,51.70,93.50,30.70,22373.00,8199.00,8843.00,8516.00,9599.00,7149.00,3963.00,2850.00,26.90,28411.00,7271.00,9777.00,11029.00,8149.00,5001.00,3053.00,2107.00
23780,"Garden City, KS",Micropolitan Statistical Area,36776.00,18452.00,50.20,18324.00,49.80,100.70,40523.00,20681.00,51.00,19842.00,49.00,104.20,30.20,11776.00,3998.00,4887.00,4596.00,4968.00,3462.00,1710.00,1379.00,28.10,13881.00,4462.00,6446.00,6162.00,4326.00,2417.00,1504.00,1325.00
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,46997.00,23481.00,50.00,23516.00,50.00,99.85,41259.00,20840.00,50.50,20419.00,49.50,102.10,47.40,9485.00,2984.00,4242.00,5093.00,7715.00,7999.00,5635.00,3844.00,41.70,9910.00,2269.00,3958.00,6942.00,6921.00,5002.00,3835.00,2422.00
23860,"Georgetown, SC",Micropolitan Statistical Area,60158.00,28648.00,47.60,31510.00,52.40,90.92,55797.00,26700.00,47.90,29097.00,52.10,91.80,45.40,13020.00,4152.00,5829.00,6771.00,8554.00,9912.00,7337.00,4583.00,39.10,14044.00,4312.00,6473.00,7975.00,8113.00,6526.00,4878.00,3476.00
23900,"Gettysburg, PA",Micropolitan Statistical Area,101407.00,49865.00,49.20,51542.00,50.80,96.75,91292.00,44787.00,49.10,46505.00,50.90,96.30,41.30,22438.00,9859.00,10440.00,13367.00,15828.00,13521.00,8534.00,7420.00,37.00,22764.00,8441.00,11426.00,15001.00,12622.00,8382.00,6631.00,6025.00
23940,"Gillette, WY",Micropolitan Statistical Area,46133.00,24258.00,52.60,21875.00,47.40,110.89,33698.00,17308.00,51.40,16390.00,48.60,105.60,31.90,12982.00,4518.00,7679.00,5965.00,7464.00,4909.00,1621.00,995.00,32.20,10456.00,3186.00,4347.00,6542.00,5269.00,2127.00,1087.00,684.00
23980,"Glasgow, KY",Micropolitan Statistical Area,52272.00,25472.00,48.70,26800.00,51.30,95.04,48070.00,23193.00,48.20,24877.00,51.80,93.20,39.90,12635.00,4075.00,6128.00,6882.00,7859.00,6549.00,4472.00,3672.00,37.90,11681.00,3930.00,6312.00,7518.00,6460.00,4953.00,3863.00,3353.00
24100,"Gloversville, NY",Micropolitan Statistical Area,55531.00,27465.00,49.50,28066.00,50.50,97.86,55073.00,27130.00,49.30,27943.00,50.70,97.10,41.80,12326.00,4391.00,6298.00,7278.00,8824.00,7513.00,4621.00,4280.00,38.60,13688.00,3940.00,6781.00,8692.00,7785.00,5207.00,4340.00,4640.00
24180,"Granbury, TX",Micropolitan Statistical Area,59672.00,29363.00,49.20,30309.00,50.80,96.88,47909.00,23550.00,49.20,24359.00,50.80,96.70,45.10,13148.00,3990.00,5972.00,6633.00,8846.00,8933.00,7094.00,5056.00,40.80,11628.00,3263.00,4955.00,7248.00,6721.00,5838.00,4790.00,3466.00
24260,"Grand Island, NE",Micropolitan Statistical Area,72726.00,36358.00,50.00,36368.00,50.00,99.97,68305.00,33871.00,49.60,34434.00,50.40,98.40,37.10,19465.00,5784.00,9254.00,8995.00,10245.00,8542.00,5137.00,5304.00,36.30,18655.00,5715.00,8559.00,10300.00,9091.00,5946.00,4974.00,5065.00
24380,"Grants, NM",Micropolitan Statistical Area,27213.00,13769.00,50.60,13444.00,49.40,102.42,25595.00,12505.00,48.90,13090.00,51.10,95.50,36.60,6834.00,2550.00,3694.00,3449.00,3976.00,3224.00,2027.00,1459.00,33.10,7845.00,2465.00,3104.00,3943.00,3219.00,2285.00,1707.00,1027.00
24420,"Grants Pass, OR",Micropolitan Statistical Area,82713.00,40240.00,48.70,42473.00,51.30,94.74,75726.00,36813.00,48.60,38913.00,51.40,94.60,47.30,16883.00,5761.00,7852.00,8493.00,11839.00,13447.00,9895.00,8543.00,43.10,17472.00,4888.00,7253.00,10281.00,11578.00,9017.00,7729.00,7508.00
24460,"Great Bend, KS",Micropolitan Statistical Area,27674.00,13589.00,49.10,14085.00,50.90,96.48,28205.00,13651.00,48.40,14554.00,51.60,93.80,39.70,6784.00,2508.00,3248.00,2844.00,4186.00,3416.00,2149.00,2539.00,38.60,7330.00,2544.00,2789.00,4302.00,3642.00,2555.00,2483.00,2560.00
24620,"Greeneville, TN",Micropolitan Statistical Area,68831.00,33766.00,49.10,35065.00,50.90,96.30,62909.00,30657.00,48.70,32252.00,51.30,95.10,42.60,14583.00,5578.00,7279.00,9219.00,10357.00,9809.00,7131.00,4875.00,38.90,13991.00,5127.00,8549.00,9510.00,9141.00,7275.00,5342.00,3974.00
24700,"Greensburg, IN",Micropolitan Statistical Area,25740.00,12750.00,49.50,12990.00,50.50,98.15,24555.00,12131.00,49.40,12424.00,50.60,97.60,38.70,6560.00,1984.00,3119.00,3322.00,3927.00,3111.00,1978.00,1739.00,35.80,6451.00,2176.00,3362.00,3827.00,3184.00,2294.00,1722.00,1539.00
24740,"Greenville, MS",Micropolitan Statistical Area,51137.00,23803.00,46.50,27334.00,53.50,87.08,62977.00,29432.00,46.70,33545.00,53.30,87.70,35.30,14337.00,4842.00,6229.00,5867.00,7193.00,6374.00,3489.00,2806.00,31.50,19833.00,6340.00,7956.00,8735.00,7959.00,4942.00,3778.00,3434.00
24820,"Greenville, OH",Micropolitan Statistical Area,52959.00,26028.00,49.10,26931.00,50.90,96.65,53309.00,26121.00,49.00,27188.00,51.00,96.10,40.80,13213.00,3937.00,5678.00,6536.00,7937.00,6729.00,4703.00,4226.00,37.40,14013.00,4135.00,6574.00,8097.00,7145.00,5213.00,3998.00,4134.00
